time_h,M_g_snec,M_g_nakar_sari,nuLnu_g_snec_erg_s,nuLnu_g_nakar_sari_erg_s,ratio_nakar_sari_to_snec
2.58000364e+01,-1.30477912e+01,-1.35203699e+01,4.52606788e+40,6.99443368e+40,1.54536650e+00
2.58166840e+01,-1.30465721e+01,-1.35206771e+01,4.52098872e+40,6.99641252e+40,1.54754036e+00
2.58334463e+01,-1.30453734e+01,-1.35209859e+01,4.51600010e+40,6.99840321e+40,1.54969067e+00
2.58500924e+01,-1.30441970e+01,-1.35212924e+01,4.51110965e+40,7.00037880e+40,1.55180861e+00
2.58667410e+01,-1.30429838e+01,-1.35215986e+01,4.50607175e+40,7.00235315e+40,1.55398172e+00
2.58833941e+01,-1.30417758e+01,-1.35219044e+01,4.50106105e+40,7.00432597e+40,1.55614996e+00
2.59000523e+01,-1.30405909e+01,-1.35222101e+01,4.49615157e+40,7.00629812e+40,1.55828780e+00
2.59167137e+01,-1.30394316e+01,-1.35225155e+01,4.49135334e+40,7.00826935e+40,1.56039145e+00
2.59333777e+01,-1.30382466e+01,-1.35228205e+01,4.48645404e+40,7.01023861e+40,1.56253436e+00
2.59500466e+01,-1.30370527e+01,-1.35231254e+01,4.48152335e+40,7.01220715e+40,1.56469276e+00
2.59667219e+01,-1.30358737e+01,-1.35234301e+01,4.47665950e+40,7.01417515e+40,1.56683240e+00
2.59834032e+01,-1.30347208e+01,-1.35237344e+01,4.47190844e+40,7.01614184e+40,1.56893683e+00
2.60000892e+01,-1.30335744e+01,-1.35240386e+01,4.46718916e+40,7.01810752e+40,1.57103433e+00
2.60167804e+01,-1.30323861e+01,-1.35243425e+01,4.46230266e+40,7.02007251e+40,1.57319506e+00
2.60333599e+01,-1.30312230e+01,-1.35246441e+01,4.45752495e+40,7.02202266e+40,1.57531875e+00
2.60500618e+01,-1.30300723e+01,-1.35249475e+01,4.45280322e+40,7.02398535e+40,1.57742999e+00
2.60667615e+01,-1.30289493e+01,-1.35252506e+01,4.44819997e+40,7.02594648e+40,1.57950329e+00
2.60833408e+01,-1.30278113e+01,-1.35255512e+01,4.44354009e+40,7.02789204e+40,1.58159753e+00
2.61000336e+01,-1.30266374e+01,-1.35258535e+01,4.43873833e+40,7.02984882e+40,1.58374932e+00
2.61167221e+01,-1.30254844e+01,-1.35261554e+01,4.43402710e+40,7.03180381e+40,1.58587299e+00
2.61334063e+01,-1.30243643e+01,-1.35264569e+01,4.42945509e+40,7.03375701e+40,1.58795086e+00
2.61500860e+01,-1.30232627e+01,-1.35267580e+01,4.42496320e+40,7.03570751e+40,1.59000362e+00
2.61667604e+01,-1.30221202e+01,-1.35270586e+01,4.42030934e+40,7.03765600e+40,1.59211844e+00
2.61834278e+01,-1.30209688e+01,-1.35273589e+01,4.41562418e+40,7.03960241e+40,1.59424854e+00
2.62000886e+01,-1.30198349e+01,-1.35276586e+01,4.41101509e+40,7.04154615e+40,1.59635504e+00
2.62167418e+01,-1.30187436e+01,-1.35279579e+01,4.40658369e+40,7.04348736e+40,1.59840090e+00
2.62333895e+01,-1.30176502e+01,-1.35282568e+01,4.40214824e+40,7.04542667e+40,1.60045193e+00
2.62500345e+01,-1.30165194e+01,-1.35285553e+01,4.39756577e+40,7.04736404e+40,1.60256024e+00
2.62666807e+01,-1.30153921e+01,-1.35288535e+01,4.39300222e+40,7.04929965e+40,1.60466562e+00
2.62834438e+01,-1.30142781e+01,-1.35291534e+01,4.38849718e+40,7.05124756e+40,1.60675677e+00
2.63000893e+01,-1.30131996e+01,-1.35294510e+01,4.38414009e+40,7.05318047e+40,1.60879450e+00
2.63167332e+01,-1.30121046e+01,-1.35297482e+01,4.37972077e+40,7.05511102e+40,1.61085863e+00
2.63333769e+01,-1.30109887e+01,-1.35300450e+01,4.37522169e+40,7.05704029e+40,1.61295605e+00
2.63500233e+01,-1.30098845e+01,-1.35303417e+01,4.37077432e+40,7.05896862e+40,1.61503846e+00
2.63666743e+01,-1.30088035e+01,-1.35306380e+01,4.36642478e+40,7.06089541e+40,1.61708852e+00
2.63834462e+01,-1.30077263e+01,-1.35309361e+01,4.36209483e+40,7.06283473e+40,1.61913828e+00
2.64000997e+01,-1.30066226e+01,-1.35312319e+01,4.35766282e+40,7.06475911e+40,1.62122665e+00
2.64167496e+01,-1.30055239e+01,-1.35315273e+01,4.35325536e+40,7.06668126e+40,1.62330961e+00
2.64333955e+01,-1.30044427e+01,-1.35318222e+01,4.34892245e+40,7.06860127e+40,1.62536843e+00
2.64500404e+01,-1.30033863e+01,-1.35321169e+01,4.34469309e+40,7.07051989e+40,1.62739226e+00
2.64666856e+01,-1.30023172e+01,-1.35324113e+01,4.34041707e+40,7.07243703e+40,1.62943720e+00
2.64834489e+01,-1.30012097e+01,-1.35327073e+01,4.33599191e+40,7.07436580e+40,1.63154497e+00
2.65000969e+01,-1.30001218e+01,-1.35330011e+01,4.33164945e+40,7.07628004e+40,1.63362251e+00
2.65167459e+01,-1.29990627e+01,-1.35332946e+01,4.32742613e+40,7.07819315e+40,1.63565892e+00
2.65333958e+01,-1.29980233e+01,-1.35335876e+01,4.32328537e+40,7.08010413e+40,1.63766754e+00
2.65500468e+01,-1.29969503e+01,-1.35338805e+01,4.31901491e+40,7.08201399e+40,1.63972900e+00
2.65667006e+01,-1.29958631e+01,-1.35341731e+01,4.31469224e+40,7.08392292e+40,1.64181419e+00
2.65833578e+01,-1.29947886e+01,-1.35344654e+01,4.31042431e+40,7.08583028e+40,1.64388231e+00
2.66000177e+01,-1.29937420e+01,-1.35347574e+01,4.30627126e+40,7.08773646e+40,1.64591036e+00
2.66166817e+01,-1.29927065e+01,-1.35350493e+01,4.30216619e+40,7.08964183e+40,1.64792375e+00
2.66333505e+01,-1.29916350e+01,-1.35353409e+01,4.29792253e+40,7.09154608e+40,1.64999393e+00
2.66500265e+01,-1.29905622e+01,-1.35356322e+01,4.29367791e+40,7.09344937e+40,1.65206835e+00
2.66667095e+01,-1.29895062e+01,-1.35359234e+01,4.28950386e+40,7.09535222e+40,1.65411956e+00
2.66833986e+01,-1.29884728e+01,-1.35362145e+01,4.28542307e+40,7.09725433e+40,1.65613855e+00
2.67000907e+01,-1.29874222e+01,-1.35365051e+01,4.28127833e+40,7.09915475e+40,1.65818576e+00
2.67166695e+01,-1.29863648e+01,-1.35367936e+01,4.27711082e+40,7.10104104e+40,1.66024247e+00
2.67333709e+01,-1.29853073e+01,-1.35370839e+01,4.27294697e+40,7.10294004e+40,1.66230475e+00
2.67500798e+01,-1.29842696e+01,-1.35373739e+01,4.26886502e+40,7.10483775e+40,1.66433881e+00
2.67666779e+01,-1.29832534e+01,-1.35376618e+01,4.26487143e+40,7.10672158e+40,1.66633900e+00
2.67833971e+01,-1.29821963e+01,-1.35379515e+01,4.26072106e+40,7.10861790e+40,1.66840725e+00
2.68001155e+01,-1.29811304e+01,-1.35382408e+01,4.25654024e+40,7.11051226e+40,1.67049103e+00
2.68167142e+01,-1.29800969e+01,-1.35385277e+01,4.25249041e+40,7.11239150e+40,1.67252382e+00
2.68334270e+01,-1.29790781e+01,-1.35388163e+01,4.24850196e+40,7.11428241e+40,1.67453904e+00
2.68500196e+01,-1.29780636e+01,-1.35391025e+01,4.24453406e+40,7.11615814e+40,1.67654636e+00
2.68667249e+01,-1.29770114e+01,-1.35393903e+01,4.24042263e+40,7.11804478e+40,1.67861683e+00
2.68834249e+01,-1.29759605e+01,-1.35396778e+01,4.23632024e+40,7.11992957e+40,1.68068729e+00
2.69000005e+01,-1.29749342e+01,-1.35399628e+01,4.23231772e+40,7.12179902e+40,1.68271843e+00
2.69166847e+01,-1.29739299e+01,-1.35402493e+01,4.22840466e+40,7.12367863e+40,1.68472017e+00
2.69333624e+01,-1.29729063e+01,-1.35405355e+01,4.22442013e+40,7.12555627e+40,1.68675370e+00
2.69500353e+01,-1.29718643e+01,-1.35408213e+01,4.22036782e+40,7.12743213e+40,1.68881776e+00
2.69667049e+01,-1.29708306e+01,-1.35411066e+01,4.21635164e+40,7.12930562e+40,1.69087074e+00
2.69833716e+01,-1.29698162e+01,-1.35413916e+01,4.21241415e+40,7.13117737e+40,1.69289560e+00
2.70000338e+01,-1.29688124e+01,-1.35416763e+01,4.20852143e+40,7.13304742e+40,1.69490581e+00
2.70166917e+01,-1.29677813e+01,-1.35419606e+01,4.20452659e+40,7.13491523e+40,1.69696043e+00
2.70333466e+01,-1.29667512e+01,-1.35422445e+01,4.20053941e+40,7.13678105e+40,1.69901538e+00
2.70500013e+01,-1.29657341e+01,-1.35425281e+01,4.19660625e+40,7.13864563e+40,1.70105204e+00
2.70667717e+01,-1.29647304e+01,-1.35428134e+01,4.19272852e+40,7.14052166e+40,1.70307274e+00
2.70834240e+01,-1.29637256e+01,-1.35430963e+01,4.18885014e+40,7.14238258e+40,1.70509384e+00
2.71000765e+01,-1.29626951e+01,-1.35433790e+01,4.18487628e+40,7.14424230e+40,1.70715735e+00
2.71167323e+01,-1.29616669e+01,-1.35436614e+01,4.18091505e+40,7.14610117e+40,1.70921942e+00
2.71333936e+01,-1.29606633e+01,-1.35439436e+01,4.17705221e+40,7.14795851e+40,1.71124471e+00
2.71500589e+01,-1.29596781e+01,-1.35442255e+01,4.17326366e+40,7.14981507e+40,1.71324308e+00
2.71667202e+01,-1.29586686e+01,-1.35445072e+01,4.16938523e+40,7.15166998e+40,1.71528165e+00
2.71833785e+01,-1.29576454e+01,-1.35447884e+01,4.16545784e+40,7.15352263e+40,1.71734366e+00
2.72000352e+01,-1.29566309e+01,-1.35450693e+01,4.16156750e+40,7.15537366e+40,1.71939387e+00
2.72166908e+01,-1.29556346e+01,-1.35453500e+01,4.15775049e+40,7.15722336e+40,1.72141724e+00
2.72333463e+01,-1.29546454e+01,-1.35456303e+01,4.15396414e+40,7.15907138e+40,1.72343119e+00
2.72500019e+01,-1.29536357e+01,-1.35459102e+01,4.15010288e+40,7.16091771e+40,1.72547956e+00
2.72667741e+01,-1.29526156e+01,-1.35461919e+01,4.14620550e+40,7.16277576e+40,1.72754963e+00
2.72834305e+01,-1.29516153e+01,-1.35464714e+01,4.14238731e+40,7.16461959e+40,1.72958708e+00
2.73000881e+01,-1.29506334e+01,-1.35467505e+01,4.13864279e+40,7.16646157e+40,1.73159703e+00
2.73167482e+01,-1.29496370e+01,-1.35470294e+01,4.13484642e+40,7.16830264e+40,1.73363214e+00
2.73334130e+01,-1.29486207e+01,-1.35473081e+01,4.13097782e+40,7.17014302e+40,1.73570117e+00
2.73500852e+01,-1.29476141e+01,-1.35475865e+01,4.12714971e+40,7.17198214e+40,1.73775672e+00
2.73667648e+01,-1.29466266e+01,-1.35478648e+01,4.12339769e+40,7.17382081e+40,1.73978388e+00
2.73834496e+01,-1.29456502e+01,-1.35481430e+01,4.11969119e+40,7.17565884e+40,1.74179532e+00
2.74000205e+01,-1.29446555e+01,-1.35484189e+01,4.11591866e+40,7.17748255e+40,1.74383489e+00
2.74167125e+01,-1.29436448e+01,-1.35486965e+01,4.11208898e+40,7.17931804e+40,1.74590533e+00
2.74334110e+01,-1.29426431e+01,-1.35489740e+01,4.10829691e+40,7.18115306e+40,1.74796350e+00
2.74501164e+01,-1.29416585e+01,-1.35492513e+01,4.10457299e+40,7.18298726e+40,1.74999623e+00
2.74667116e+01,-1.29406847e+01,-1.35495264e+01,4.10089324e+40,7.18480761e+40,1.75201040e+00
2.74834286e+01,-1.29396816e+01,-1.35498033e+01,4.09710622e+40,7.18664011e+40,1.75407708e+00
2.75000284e+01,-1.29386856e+01,-1.35500780e+01,4.09334946e+40,7.18845848e+40,1.75613115e+00
2.75167397e+01,-1.29376961e+01,-1.35503541e+01,4.08962063e+40,7.19028705e+40,1.75817947e+00
2.75334464e+01,-1.29367217e+01,-1.35506299e+01,4.08595203e+40,7.19211390e+40,1.76020517e+00
2.75500325e+01,-1.29357351e+01,-1.35509035e+01,4.08224084e+40,7.19392640e+40,1.76224938e+00
2.75667330e+01,-1.29347293e+01,-1.35511786e+01,4.07846090e+40,7.19574941e+40,1.76432963e+00
2.75834306e+01,-1.29337379e+01,-1.35514534e+01,4.07473850e+40,7.19757076e+40,1.76638838e+00
2.76000083e+01,-1.29327689e+01,-1.35517260e+01,4.07110350e+40,7.19937787e+40,1.76840944e+00
2.76166997e+01,-1.29317973e+01,-1.35520001e+01,4.06746199e+40,7.20119564e+40,1.77043957e+00
2.76333876e+01,-1.29308027e+01,-1.35522738e+01,4.06373765e+40,7.20301145e+40,1.77250897e+00
2.76500729e+01,-1.29298042e+01,-1.35525472e+01,4.06000215e+40,7.20482579e+40,1.77458669e+00
2.76667564e+01,-1.29288162e+01,-1.35528204e+01,4.05630930e+40,7.20663847e+40,1.77664915e+00
2.76834384e+01,-1.29278461e+01,-1.35530931e+01,4.05268663e+40,7.20844915e+40,1.77868407e+00
2.77000014e+01,-1.29268774e+01,-1.35533637e+01,4.04907241e+40,7.21024574e+40,1.78071544e+00
2.77166802e+01,-1.29258852e+01,-1.35536359e+01,4.04537385e+40,7.21205370e+40,1.78279041e+00
2.77333601e+01,-1.29248960e+01,-1.35539078e+01,4.04168984e+40,7.21385969e+40,1.78486226e+00
2.77500409e+01,-1.29239200e+01,-1.35541794e+01,4.03805828e+40,7.21566460e+40,1.78691443e+00
2.77667206e+01,-1.29229530e+01,-1.35544507e+01,4.03446343e+40,7.21746821e+40,1.78895368e+00
2.77833975e+01,-1.29219653e+01,-1.35547217e+01,4.03079493e+40,7.21926964e+40,1.79102876e+00
2.78000722e+01,-1.29209728e+01,-1.35549923e+01,4.02711195e+40,7.22106943e+40,1.79311365e+00
2.78167475e+01,-1.29199394e+01,-1.35552627e+01,4.02328079e+40,7.22286811e+40,1.79526821e+00
2.78334264e+01,-1.29187704e+01,-1.35555329e+01,4.01895130e+40,7.22466556e+40,1.79764944e+00
2.78501094e+01,-1.29175955e+01,-1.35558028e+01,4.01460465e+40,7.22646180e+40,1.80004320e+00
2.78666739e+01,-1.29164093e+01,-1.35560706e+01,4.01022097e+40,7.22824411e+40,1.80245532e+00
2.78833536e+01,-1.29152154e+01,-1.35563399e+01,4.00581366e+40,7.23003747e+40,1.80488612e+00
2.79000333e+01,-1.29140342e+01,-1.35566089e+01,4.00145800e+40,7.23182893e+40,1.80729847e+00
2.79167131e+01,-1.29128684e+01,-1.35568776e+01,3.99716378e+40,7.23361922e+40,1.80968797e+00
2.79333947e+01,-1.29116883e+01,-1.35571462e+01,3.99282157e+40,7.23540854e+40,1.81210415e+00
2.79500781e+01,-1.29104973e+01,-1.35574144e+01,3.98844404e+40,7.23719602e+40,1.81454120e+00
2.79667622e+01,-1.29093127e+01,-1.35576823e+01,3.98409479e+40,7.23898236e+40,1.81697041e+00
2.79834467e+01,-1.29081434e+01,-1.35579501e+01,3.97980637e+40,7.24076756e+40,1.81937684e+00
2.80000136e+01,-1.29069827e+01,-1.35582156e+01,3.97555406e+40,7.24253843e+40,1.82176832e+00
2.80166964e+01,-1.29057940e+01,-1.35584826e+01,3.97120387e+40,7.24432022e+40,1.82421262e+00
2.80333797e+01,-1.29046049e+01,-1.35587495e+01,3.96685698e+40,7.24610091e+40,1.82666049e+00
2.80500644e+01,-1.29034308e+01,-1.35590161e+01,3.96256960e+40,7.24788022e+40,1.82908591e+00
2.80667506e+01,-1.29022706e+01,-1.35592823e+01,3.95833752e+40,7.24965796e+40,1.83149060e+00
2.80834361e+01,-1.29010965e+01,-1.35595483e+01,3.95405934e+40,7.25143447e+40,1.83392151e+00
2.81000044e+01,-1.28999180e+01,-1.35598123e+01,3.94976978e+40,7.25319725e+40,1.83635950e+00
2.81166889e+01,-1.28987353e+01,-1.35600776e+01,3.94546962e+40,7.25497044e+40,1.83881037e+00
2.81333747e+01,-1.28975660e+01,-1.35603428e+01,3.94122277e+40,7.25674261e+40,1.84124142e+00
2.81500617e+01,-1.28964029e+01,-1.35606078e+01,3.93700298e+40,7.25851373e+40,1.84366478e+00
2.81667481e+01,-1.28952258e+01,-1.35608724e+01,3.93273699e+40,7.26028287e+40,1.84611452e+00
2.81834333e+01,-1.28940441e+01,-1.35611367e+01,3.92845898e+40,7.26205060e+40,1.84857488e+00
2.82000031e+01,-1.28928791e+01,-1.35613990e+01,3.92424599e+40,7.26380495e+40,1.85100653e+00
2.82166931e+01,-1.28917197e+01,-1.35616628e+01,3.92005773e+40,7.26557035e+40,1.85343453e+00
2.82333864e+01,-1.28905510e+01,-1.35619264e+01,3.91584040e+40,7.26733458e+40,1.85588120e+00
2.82500822e+01,-1.28893680e+01,-1.35621898e+01,3.91157609e+40,7.26909791e+40,1.85835523e+00
2.82667797e+01,-1.28881873e+01,-1.35624530e+01,3.90732470e+40,7.27085999e+40,1.86082820e+00
2.82833611e+01,-1.28870319e+01,-1.35627140e+01,3.90316889e+40,7.27260805e+40,1.86325733e+00
2.83000600e+01,-1.28858760e+01,-1.35629766e+01,3.89901569e+40,7.27436735e+40,1.86569327e+00
2.83167608e+01,-1.28847034e+01,-1.35632390e+01,3.89480701e+40,7.27612568e+40,1.86816077e+00
2.83333483e+01,-1.28835320e+01,-1.35634993e+01,3.89060717e+40,7.27787006e+40,1.87062578e+00
2.83500553e+01,-1.28823589e+01,-1.35637612e+01,3.88640578e+40,7.27962587e+40,1.87309980e+00
2.83667658e+01,-1.28811988e+01,-1.35640229e+01,3.88225540e+40,7.28138091e+40,1.87555432e+00
2.83833631e+01,-1.28800419e+01,-1.35642825e+01,3.87812089e+40,7.28312222e+40,1.87800288e+00
2.84000800e+01,-1.28788674e+01,-1.35645437e+01,3.87392799e+40,7.28487474e+40,1.88048791e+00
2.84166817e+01,-1.28777013e+01,-1.35648029e+01,3.86976955e+40,7.28661404e+40,1.88295813e+00
2.84334000e+01,-1.28765371e+01,-1.35650637e+01,3.86562235e+40,7.28836398e+40,1.88543094e+00
2.84500011e+01,-1.28753904e+01,-1.35653222e+01,3.86154183e+40,7.29010006e+40,1.88787287e+00
2.84667208e+01,-1.28742215e+01,-1.35655825e+01,3.85738674e+40,7.29184740e+40,1.89035943e+00
2.84834400e+01,-1.28730445e+01,-1.35658424e+01,3.85320738e+40,7.29359334e+40,1.89286291e+00
2.85000378e+01,-1.28718808e+01,-1.35661001e+01,3.84907969e+40,7.29532478e+40,1.89534262e+00
2.85167500e+01,-1.28707253e+01,-1.35663594e+01,3.84498547e+40,7.29706703e+40,1.89781394e+00
2.85333442e+01,-1.28695781e+01,-1.35666166e+01,3.84092497e+40,7.29879584e+40,1.90027035e+00
2.85500533e+01,-1.28684087e+01,-1.35668752e+01,3.83679030e+40,7.30053465e+40,1.90277135e+00
2.85667603e+01,-1.28672378e+01,-1.35671335e+01,3.83265478e+40,7.30227204e+40,1.90527779e+00
2.85833494e+01,-1.28660837e+01,-1.35673899e+01,3.82858297e+40,7.30399607e+40,1.90775442e+00
2.86000544e+01,-1.28649313e+01,-1.35676476e+01,3.82452147e+40,7.30573039e+40,1.91023386e+00
2.86167592e+01,-1.28637673e+01,-1.35679051e+01,3.82042346e+40,7.30746326e+40,1.91273647e+00
2.86333469e+01,-1.28626050e+01,-1.35681606e+01,3.81633582e+40,7.30918289e+40,1.91523578e+00
2.86500492e+01,-1.28614414e+01,-1.35684176e+01,3.81224798e+40,7.31091288e+40,1.91774326e+00
2.86667492e+01,-1.28602890e+01,-1.35686742e+01,3.80820381e+40,7.31264099e+40,1.92023362e+00
2.86834472e+01,-1.28591369e+01,-1.35689305e+01,3.80416498e+40,7.31436776e+40,1.92272622e+00
2.87000281e+01,-1.28579796e+01,-1.35691848e+01,3.80011223e+40,7.31608118e+40,1.92522766e+00
2.87167258e+01,-1.28568117e+01,-1.35694406e+01,3.79602674e+40,7.31780479e+40,1.92775375e+00
2.87334242e+01,-1.28556512e+01,-1.35696961e+01,3.79197149e+40,7.31952733e+40,1.93026961e+00
2.87500058e+01,-1.28545085e+01,-1.35699497e+01,3.78798267e+40,7.32123673e+40,1.93275349e+00
2.87667039e+01,-1.28533528e+01,-1.35702046e+01,3.78395274e+40,7.32295623e+40,1.93526631e+00
2.87834019e+01,-1.28521884e+01,-1.35704594e+01,3.77989680e+40,7.32467450e+40,1.93779748e+00
2.88001000e+01,-1.28510267e+01,-1.35707139e+01,3.77585461e+40,7.32639163e+40,1.94032673e+00
2.88166794e+01,-1.28498832e+01,-1.35709663e+01,3.77187996e+40,7.32809494e+40,1.94282295e+00
2.88333736e+01,-1.28487324e+01,-1.35712201e+01,3.76788417e+40,7.32980856e+40,1.94533808e+00
2.88500675e+01,-1.28475693e+01,-1.35714737e+01,3.76384996e+40,7.33152103e+40,1.94787813e+00
2.88667658e+01,-1.28464033e+01,-1.35717272e+01,3.75981004e+40,7.33323256e+40,1.95042635e+00
2.88833456e+01,-1.28452558e+01,-1.35719785e+01,3.75583845e+40,7.33493023e+40,1.95294082e+00
2.89000392e+01,-1.28441105e+01,-1.35722313e+01,3.75187865e+40,7.33663844e+40,1.95545729e+00
2.89167322e+01,-1.28429562e+01,-1.35724839e+01,3.74789196e+40,7.33834544e+40,1.95799279e+00
2.89334261e+01,-1.28417938e+01,-1.35727362e+01,3.74388158e+40,7.34005058e+40,1.96054561e+00
2.89500033e+01,-1.28406418e+01,-1.35729864e+01,3.73991131e+40,7.34174269e+40,1.96307936e+00
2.89666969e+01,-1.28394910e+01,-1.35732382e+01,3.73594938e+40,7.34344558e+40,1.96561699e+00
2.89833897e+01,-1.28383404e+01,-1.35734897e+01,3.73199234e+40,7.34514658e+40,1.96815693e+00
2.90000822e+01,-1.28371803e+01,-1.35737409e+01,3.72800686e+40,7.34684625e+40,1.97071693e+00
2.90167756e+01,-1.28360211e+01,-1.35739919e+01,3.72402873e+40,7.34854490e+40,1.97327825e+00
2.90333528e+01,-1.28348762e+01,-1.35742409e+01,3.72010384e+40,7.35023019e+40,1.97581318e+00
2.90500481e+01,-1.28337306e+01,-1.35744913e+01,3.71618070e+40,7.35192595e+40,1.97835535e+00
2.90667456e+01,-1.28325763e+01,-1.35747416e+01,3.71223194e+40,7.35362082e+40,1.98091632e+00
2.90834458e+01,-1.28314147e+01,-1.35749917e+01,3.70826245e+40,7.35531467e+40,1.98349356e+00
2.91000322e+01,-1.28302632e+01,-1.35752397e+01,3.70433166e+40,7.35699520e+40,1.98605197e+00
2.91167394e+01,-1.28291119e+01,-1.35754893e+01,3.70040572e+40,7.35868687e+40,1.98861623e+00
2.91334489e+01,-1.28279639e+01,-1.35757388e+01,3.69649517e+40,7.36037766e+40,1.99117740e+00
2.91500431e+01,-1.28268147e+01,-1.35759862e+01,3.69258468e+40,7.36205486e+40,1.99374029e+00
2.91667581e+01,-1.28256551e+01,-1.35762351e+01,3.68864299e+40,7.36374314e+40,1.99632850e+00
2.91833617e+01,-1.28245090e+01,-1.35764822e+01,3.68475132e+40,7.36541907e+40,1.99889177e+00
2.92000878e+01,-1.28233608e+01,-1.35767308e+01,3.68085664e+40,7.36710567e+40,2.00146498e+00
2.92167022e+01,-1.28222121e+01,-1.35769775e+01,3.67696438e+40,7.36877964e+40,2.00403890e+00
2.92334392e+01,-1.28210488e+01,-1.35772257e+01,3.67302685e+40,7.37046486e+40,2.00664606e+00
2.92500653e+01,-1.28198970e+01,-1.35774721e+01,3.66913240e+40,7.37213746e+40,2.00923179e+00
2.92666967e+01,-1.28187559e+01,-1.35777182e+01,3.66527819e+40,7.37380900e+40,2.01180064e+00
2.92834397e+01,-1.28176054e+01,-1.35779658e+01,3.66139634e+40,7.37549067e+40,2.01439287e+00
2.93000617e+01,-1.28164544e+01,-1.35782114e+01,3.65751691e+40,7.37715896e+40,2.01698560e+00
2.93166803e+01,-1.28153021e+01,-1.35784566e+01,3.65363722e+40,7.37882509e+40,2.01958340e+00
2.93334122e+01,-1.28141477e+01,-1.35787032e+01,3.64975459e+40,7.38050149e+40,2.02219117e+00
2.93500217e+01,-1.28130067e+01,-1.35789478e+01,3.64592108e+40,7.38216453e+40,2.02477354e+00
2.93667414e+01,-1.28118502e+01,-1.35791937e+01,3.64203960e+40,7.38383676e+40,2.02739058e+00
2.93833367e+01,-1.28107007e+01,-1.35794376e+01,3.63818571e+40,7.38549536e+40,2.02999406e+00
2.94000417e+01,-1.28095471e+01,-1.35796829e+01,3.63432217e+40,7.38716384e+40,2.03261117e+00
2.94167414e+01,-1.28084011e+01,-1.35799277e+01,3.63048815e+40,7.38883018e+40,2.03521672e+00
2.94334364e+01,-1.28072525e+01,-1.35801723e+01,3.62664949e+40,7.39049461e+40,2.03782986e+00
2.94500108e+01,-1.28061046e+01,-1.35804149e+01,3.62281722e+40,7.39214596e+40,2.04044132e+00
2.94666992e+01,-1.28049479e+01,-1.35806589e+01,3.61895967e+40,7.39380728e+40,2.04307535e+00
2.94833858e+01,-1.28037971e+01,-1.35809025e+01,3.61512587e+40,7.39546678e+40,2.04570105e+00
2.95000708e+01,-1.28026506e+01,-1.35811459e+01,3.61131044e+40,7.39712503e+40,2.04832156e+00
2.95167525e+01,-1.28015003e+01,-1.35813891e+01,3.60748641e+40,7.39878181e+40,2.05095210e+00
2.95334314e+01,-1.28003460e+01,-1.35816319e+01,3.60365315e+40,7.40043643e+40,2.05359288e+00
2.95501083e+01,-1.27991947e+01,-1.35818744e+01,3.59983391e+40,7.40208978e+40,2.05623092e+00
2.95666703e+01,-1.27980577e+01,-1.35821151e+01,3.59606608e+40,7.40373066e+40,2.05884166e+00
2.95833525e+01,-1.27969086e+01,-1.35823572e+01,3.59226216e+40,7.40538170e+40,2.06148142e+00
2.96000394e+01,-1.27957525e+01,-1.35825991e+01,3.58843912e+40,7.40703196e+40,2.06413755e+00
2.96167300e+01,-1.27945959e+01,-1.35828408e+01,3.58461851e+40,7.40868149e+40,2.06679775e+00
2.96334214e+01,-1.27934474e+01,-1.35830823e+01,3.58082868e+40,7.41032959e+40,2.06944544e+00
2.96501086e+01,-1.27923027e+01,-1.35833235e+01,3.57705537e+40,7.41197578e+40,2.07208863e+00
2.96666747e+01,-1.27911593e+01,-1.35835627e+01,3.57329032e+40,7.41360897e+40,2.07472898e+00
2.96833547e+01,-1.27900047e+01,-1.35838033e+01,3.56949241e+40,7.41525210e+40,2.07739680e+00
2.97000344e+01,-1.27888534e+01,-1.35840436e+01,3.56570938e+40,7.41689350e+40,2.08006114e+00
2.97167147e+01,-1.27877073e+01,-1.35842837e+01,3.56194741e+40,7.41853388e+40,2.08271853e+00
2.97333958e+01,-1.27865565e+01,-1.35845237e+01,3.55817401e+40,7.42017326e+40,2.08538797e+00
2.97500786e+01,-1.27854001e+01,-1.35847632e+01,3.55438627e+40,7.42181091e+40,2.08807100e+00
2.97667617e+01,-1.27842479e+01,-1.35850026e+01,3.55061631e+40,7.42344750e+40,2.09074900e+00
2.97834475e+01,-1.27831013e+01,-1.35852419e+01,3.54686863e+40,7.42508329e+40,2.09341931e+00
2.98000211e+01,-1.27819623e+01,-1.35854792e+01,3.54314971e+40,7.42670643e+40,2.09607469e+00
2.98167172e+01,-1.27808085e+01,-1.35857180e+01,3.53938644e+40,7.42834026e+40,2.09876496e+00
2.98334197e+01,-1.27796520e+01,-1.35859567e+01,3.53561838e+40,7.42997364e+40,2.10146369e+00
2.98500108e+01,-1.27785068e+01,-1.35861936e+01,3.53189109e+40,7.43159470e+40,2.10414039e+00
2.98667247e+01,-1.27773568e+01,-1.35864319e+01,3.52815213e+40,7.43322622e+40,2.10683268e+00
2.98834442e+01,-1.27762019e+01,-1.35866701e+01,3.52440122e+40,7.43485721e+40,2.10953769e+00
2.99000514e+01,-1.27750537e+01,-1.35869065e+01,3.52067603e+40,7.43647606e+40,2.11222958e+00
2.99167794e+01,-1.27738985e+01,-1.35871443e+01,3.51693210e+40,7.43810492e+40,2.11494130e+00
