time_h,M_g_snec,M_g_nakar_sari,nuLnu_g_snec_erg_s,nuLnu_g_nakar_sari_erg_s,ratio_nakar_sari_to_snec
2.99333936e+01,-1.27727560e+01,-1.35873802e+01,3.51323324e+40,7.43972163e+40,2.11762816e+00
2.99500131e+01,-1.27716112e+01,-1.35876161e+01,3.50953084e+40,7.44133781e+40,2.12032267e+00
2.99667558e+01,-1.27704522e+01,-1.35878534e+01,3.50578649e+40,7.44296416e+40,2.12305118e+00
2.99833836e+01,-1.27693002e+01,-1.35880888e+01,3.50206871e+40,7.44457820e+40,2.12576588e+00
3.00000081e+01,-1.27681523e+01,-1.35883239e+01,3.49836809e+40,7.44619086e+40,2.12847552e+00
3.00167475e+01,-1.27669997e+01,-1.35885605e+01,3.49465625e+40,7.44781309e+40,2.13120048e+00
3.00333672e+01,-1.27658524e+01,-1.35887950e+01,3.49096539e+40,7.44942236e+40,2.13391470e+00
3.00501011e+01,-1.27646940e+01,-1.35890310e+01,3.48724277e+40,7.45104161e+40,2.13665698e+00
3.00667133e+01,-1.27635461e+01,-1.35892650e+01,3.48355782e+40,7.45264776e+40,2.13937823e+00
3.00834378e+01,-1.27623944e+01,-1.35895003e+01,3.47986458e+40,7.45426316e+40,2.14211300e+00
3.01000400e+01,-1.27612476e+01,-1.35897337e+01,3.47619094e+40,7.45586570e+40,2.14483779e+00
3.01167547e+01,-1.27600884e+01,-1.35899685e+01,3.47248152e+40,7.45747798e+40,2.14759328e+00
3.01333483e+01,-1.27589377e+01,-1.35902012e+01,3.46880322e+40,7.45907677e+40,2.15033149e+00
3.01500542e+01,-1.27577854e+01,-1.35904353e+01,3.46512370e+40,7.46068533e+40,2.15307907e+00
3.01667564e+01,-1.27566345e+01,-1.35906692e+01,3.46145255e+40,7.46229248e+40,2.15582689e+00
3.01833403e+01,-1.27554868e+01,-1.35909011e+01,3.45779549e+40,7.46388654e+40,2.15856796e+00
3.02000406e+01,-1.27543291e+01,-1.35911344e+01,3.45411047e+40,7.46549059e+40,2.16133521e+00
3.02167403e+01,-1.27531742e+01,-1.35913675e+01,3.45043828e+40,7.46709352e+40,2.16410001e+00
3.02334383e+01,-1.27520216e+01,-1.35916003e+01,3.44677729e+40,7.46869481e+40,2.16686318e+00
3.02500175e+01,-1.27508729e+01,-1.35918312e+01,3.44313256e+40,7.47028327e+40,2.16961826e+00
3.02667119e+01,-1.27496445e+01,-1.35920635e+01,3.43923921e+40,7.47188174e+40,2.17253912e+00
3.02834058e+01,-1.27484132e+01,-1.35922956e+01,3.43534108e+40,7.47347889e+40,2.17546925e+00
3.03000978e+01,-1.27471867e+01,-1.35925273e+01,3.43146255e+40,7.47507420e+40,2.17839306e+00
3.03166711e+01,-1.27459666e+01,-1.35927572e+01,3.42760859e+40,7.47665714e+40,2.18130423e+00
3.03333611e+01,-1.27447335e+01,-1.35929885e+01,3.42371798e+40,7.47825018e+40,2.18424830e+00
3.03500533e+01,-1.27434997e+01,-1.35932195e+01,3.41982957e+40,7.47984158e+40,2.18719718e+00
3.03667494e+01,-1.27422690e+01,-1.35934504e+01,3.41595533e+40,7.48143230e+40,2.19014348e+00
3.03834486e+01,-1.27410381e+01,-1.35936811e+01,3.41208486e+40,7.48302226e+40,2.19309384e+00
3.04000303e+01,-1.27398114e+01,-1.35939099e+01,3.40823195e+40,7.48459943e+40,2.19603582e+00
3.04167283e+01,-1.27385768e+01,-1.35941401e+01,3.40435862e+40,7.48618639e+40,2.19900052e+00
3.04334256e+01,-1.27373452e+01,-1.35943701e+01,3.40049909e+40,7.48777224e+40,2.20196272e+00
3.04500033e+01,-1.27361243e+01,-1.35945982e+01,3.39667741e+40,7.48934535e+40,2.20490333e+00
3.04666953e+01,-1.27348914e+01,-1.35948276e+01,3.39282253e+40,7.49092781e+40,2.20787493e+00
3.04833844e+01,-1.27336556e+01,-1.35950567e+01,3.38896297e+40,7.49250897e+40,2.21085596e+00
3.05000728e+01,-1.27324205e+01,-1.35952856e+01,3.38510998e+40,7.49408887e+40,2.21383911e+00
3.05167622e+01,-1.27311883e+01,-1.35955143e+01,3.38127040e+40,7.49566717e+40,2.21681980e+00
3.05333369e+01,-1.27299624e+01,-1.35957411e+01,3.37745478e+40,7.49723359e+40,2.21978800e+00
3.05500314e+01,-1.27287267e+01,-1.35959695e+01,3.37361301e+40,7.49881030e+40,2.22278319e+00
3.05667281e+01,-1.27274906e+01,-1.35961975e+01,3.36977437e+40,7.50038545e+40,2.22578269e+00
3.05834289e+01,-1.27262570e+01,-1.35964254e+01,3.36594785e+40,7.50195988e+40,2.22878078e+00
3.06000167e+01,-1.27250315e+01,-1.35966515e+01,3.36215076e+40,7.50352264e+40,2.23176270e+00
3.06167233e+01,-1.27237934e+01,-1.35968790e+01,3.35831897e+40,7.50509505e+40,2.23477731e+00
3.06334311e+01,-1.27225533e+01,-1.35971063e+01,3.35448538e+40,7.50666624e+40,2.23779966e+00
3.06500247e+01,-1.27213236e+01,-1.35973318e+01,3.35068825e+40,7.50822567e+40,2.24080102e+00
3.06667406e+01,-1.27200861e+01,-1.35975588e+01,3.34687138e+40,7.50979526e+40,2.24382547e+00
3.06833442e+01,-1.27188564e+01,-1.35977839e+01,3.34308288e+40,7.51135278e+40,2.24683415e+00
3.07000694e+01,-1.27176155e+01,-1.35980105e+01,3.33926421e+40,7.51292069e+40,2.24987309e+00
3.07166808e+01,-1.27163836e+01,-1.35982354e+01,3.33547756e+40,7.51447683e+40,2.25289384e+00
3.07334125e+01,-1.27151450e+01,-1.35984616e+01,3.33167464e+40,7.51604248e+40,2.25593532e+00
3.07500317e+01,-1.27139127e+01,-1.35986861e+01,3.32789537e+40,7.51759658e+40,2.25896423e+00
3.07667717e+01,-1.27126682e+01,-1.35989120e+01,3.32408303e+40,7.51916095e+40,2.26202561e+00
3.07833947e+01,-1.27114319e+01,-1.35991360e+01,3.32030014e+40,7.52071273e+40,2.26507015e+00
3.08000161e+01,-1.27101980e+01,-1.35993598e+01,3.31652888e+40,7.52226318e+40,2.26811328e+00
3.08167522e+01,-1.27089573e+01,-1.35995850e+01,3.31274116e+40,7.52382331e+40,2.27117754e+00
3.08333675e+01,-1.27077229e+01,-1.35998083e+01,3.30897696e+40,7.52537074e+40,2.27422881e+00
3.08500947e+01,-1.27064788e+01,-1.36000328e+01,3.30518751e+40,7.52692720e+40,2.27730716e+00
3.08666997e+01,-1.27052453e+01,-1.36002555e+01,3.30143464e+40,7.52847127e+40,2.28036357e+00
3.08834175e+01,-1.27040041e+01,-1.36004795e+01,3.29766263e+40,7.53002460e+40,2.28344298e+00
3.09000167e+01,-1.27027688e+01,-1.36007016e+01,3.29391284e+40,7.53156531e+40,2.28651020e+00
3.09167328e+01,-1.27015226e+01,-1.36009252e+01,3.29013428e+40,7.53311586e+40,2.28960742e+00
3.09334481e+01,-1.27002772e+01,-1.36011485e+01,3.28636248e+40,7.53466532e+40,2.29270672e+00
3.09500464e+01,-1.26990440e+01,-1.36013699e+01,3.28263188e+40,7.53620214e+40,2.29578046e+00
3.09667614e+01,-1.26978010e+01,-1.36015927e+01,3.27887593e+40,7.53774874e+40,2.29888197e+00
3.09833592e+01,-1.26965639e+01,-1.36018137e+01,3.27514207e+40,7.53928349e+40,2.30197144e+00
3.10000722e+01,-1.26953181e+01,-1.36020360e+01,3.27138624e+40,7.54082731e+40,2.30508621e+00
3.10167825e+01,-1.26940742e+01,-1.36022581e+01,3.26764045e+40,7.54236964e+40,2.30820060e+00
3.10333744e+01,-1.26928380e+01,-1.36024784e+01,3.26392209e+40,7.54390005e+40,2.31129906e+00
3.10500839e+01,-1.26915903e+01,-1.36027000e+01,3.26017343e+40,7.54543993e+40,2.31442900e+00
3.10666792e+01,-1.26903500e+01,-1.36029198e+01,3.25645127e+40,7.54696785e+40,2.31754362e+00
3.10833933e+01,-1.26891037e+01,-1.36031410e+01,3.25271538e+40,7.54850570e+40,2.32067821e+00
3.11001081e+01,-1.26878587e+01,-1.36033620e+01,3.24898767e+40,7.55004246e+40,2.32381382e+00
3.11167047e+01,-1.26866199e+01,-1.36035812e+01,3.24528276e+40,7.55156671e+40,2.32693644e+00
3.11334175e+01,-1.26853707e+01,-1.36038017e+01,3.24155103e+40,7.55310063e+40,2.33008845e+00
3.11500136e+01,-1.26841309e+01,-1.36040205e+01,3.23785162e+40,7.55462284e+40,2.33322083e+00
3.11667269e+01,-1.26828832e+01,-1.36042405e+01,3.23413291e+40,7.55615407e+40,2.33637710e+00
3.11834408e+01,-1.26816332e+01,-1.36044604e+01,3.23041162e+40,7.55768428e+40,2.33954220e+00
3.12000375e+01,-1.26803898e+01,-1.36046785e+01,3.22671422e+40,7.55920277e+40,2.34269360e+00
3.12167508e+01,-1.26791387e+01,-1.36048979e+01,3.22299820e+40,7.56073041e+40,2.34586864e+00
3.12333478e+01,-1.26778992e+01,-1.36051156e+01,3.21932086e+40,7.56224615e+40,2.34901909e+00
3.12500619e+01,-1.26766495e+01,-1.36053345e+01,3.21561750e+40,7.56377158e+40,2.35219879e+00
3.12667750e+01,-1.26753975e+01,-1.36055533e+01,3.21191159e+40,7.56529563e+40,2.35538725e+00
3.12833722e+01,-1.26741535e+01,-1.36057703e+01,3.20823360e+40,7.56680762e+40,2.35855881e+00
3.13000856e+01,-1.26729018e+01,-1.36059886e+01,3.20453709e+40,7.56832920e+40,2.36175428e+00
3.13166806e+01,-1.26716583e+01,-1.36062051e+01,3.20086902e+40,7.56983893e+40,2.36493242e+00
3.13333928e+01,-1.26704037e+01,-1.36064229e+01,3.19717246e+40,7.57135763e+40,2.36814177e+00
3.13501050e+01,-1.26691480e+01,-1.36066405e+01,3.19347693e+40,7.57287533e+40,2.37135745e+00
3.13667000e+01,-1.26679043e+01,-1.36068565e+01,3.18982093e+40,7.57438139e+40,2.37454753e+00
3.13834117e+01,-1.26666518e+01,-1.36070736e+01,3.18614329e+40,7.57589640e+40,2.37776387e+00
3.14000075e+01,-1.26654059e+01,-1.36072890e+01,3.18248923e+40,7.57739979e+40,2.38096635e+00
3.14167200e+01,-1.26641494e+01,-1.36075058e+01,3.17880834e+40,7.57891275e+40,2.38419934e+00
3.14334319e+01,-1.26628933e+01,-1.36077223e+01,3.17513286e+40,7.58042423e+40,2.38743528e+00
3.14500281e+01,-1.26616463e+01,-1.36079371e+01,3.17148822e+40,7.58192391e+40,2.39065176e+00
3.14667414e+01,-1.26603887e+01,-1.36081532e+01,3.16781684e+40,7.58343319e+40,2.39389888e+00
3.14833361e+01,-1.26591380e+01,-1.36083676e+01,3.16416981e+40,7.58493055e+40,2.39713132e+00
3.15000453e+01,-1.26578804e+01,-1.36085831e+01,3.16050690e+40,7.58643670e+40,2.40038606e+00
3.15167511e+01,-1.26566242e+01,-1.36087985e+01,3.15685230e+40,7.58794155e+40,2.40364161e+00
3.15333383e+01,-1.26553756e+01,-1.36090121e+01,3.15322400e+40,7.58943473e+40,2.40688094e+00
3.15500433e+01,-1.26541161e+01,-1.36092270e+01,3.14956825e+40,7.59093677e+40,2.41015154e+00
3.15667517e+01,-1.26528555e+01,-1.36094417e+01,3.14591354e+40,7.59243811e+40,2.41342872e+00
3.15833456e+01,-1.26516040e+01,-1.36096548e+01,3.14228942e+40,7.59392819e+40,2.41668643e+00
3.16000586e+01,-1.26503428e+01,-1.36098691e+01,3.13864143e+40,7.59542741e+40,2.41997297e+00
3.16167728e+01,-1.26490793e+01,-1.36100832e+01,3.13499103e+40,7.59692554e+40,2.42326867e+00
3.16333719e+01,-1.26478244e+01,-1.36102957e+01,3.13136969e+40,7.59841239e+40,2.42654594e+00
3.16500903e+01,-1.26465621e+01,-1.36105095e+01,3.12773121e+40,7.59990857e+40,2.42984709e+00
3.16666933e+01,-1.26453081e+01,-1.36107215e+01,3.12412083e+40,7.60139304e+40,2.43313029e+00
3.16834153e+01,-1.26440432e+01,-1.36109349e+01,3.12048330e+40,7.60288716e+40,2.43644539e+00
3.17000222e+01,-1.26427854e+01,-1.36111466e+01,3.11687039e+40,7.60436988e+40,2.43974530e+00
3.17167500e+01,-1.26415184e+01,-1.36113596e+01,3.11323528e+40,7.60586180e+40,2.44307324e+00
3.17333656e+01,-1.26402598e+01,-1.36115710e+01,3.10962847e+40,7.60734273e+40,2.44638316e+00
3.17500997e+01,-1.26389905e+01,-1.36117837e+01,3.10599522e+40,7.60883324e+40,2.44972471e+00
3.17667153e+01,-1.26377285e+01,-1.36119946e+01,3.10238708e+40,7.61031151e+40,2.45305029e+00
3.17834450e+01,-1.26364597e+01,-1.36122068e+01,3.09876372e+40,7.61179891e+40,2.45639861e+00
3.18000536e+01,-1.26352001e+01,-1.36124173e+01,3.09517083e+40,7.61327456e+40,2.45972678e+00
3.18167753e+01,-1.26339303e+01,-1.36126289e+01,3.09155305e+40,7.61475879e+40,2.46308527e+00
3.18333758e+01,-1.26326680e+01,-1.36128388e+01,3.08796083e+40,7.61623103e+40,2.46642734e+00
3.18500894e+01,-1.26313963e+01,-1.36130500e+01,3.08434609e+40,7.61771232e+40,2.46979817e+00
3.18666819e+01,-1.26301339e+01,-1.36132594e+01,3.08076196e+40,7.61918162e+40,2.47314844e+00
3.18833853e+01,-1.26288618e+01,-1.36134699e+01,3.07715451e+40,7.62065930e+40,2.47652800e+00
3.19000819e+01,-1.26275884e+01,-1.36136802e+01,3.07354760e+40,7.62213541e+40,2.47991455e+00
3.19167725e+01,-1.26263157e+01,-1.36138902e+01,3.06994690e+40,7.62360992e+40,2.48330352e+00
3.19333433e+01,-1.26250529e+01,-1.36140984e+01,3.06637837e+40,7.62507222e+40,2.48667036e+00
3.19500297e+01,-1.26237804e+01,-1.36143079e+01,3.06278663e+40,7.62654376e+40,2.49006695e+00
3.19667161e+01,-1.26225059e+01,-1.36145173e+01,3.05919347e+40,7.62801433e+40,2.49347235e+00
3.19834019e+01,-1.26212304e+01,-1.36147263e+01,3.05560170e+40,7.62948324e+40,2.49688408e+00
3.20000853e+01,-1.26199548e+01,-1.36149352e+01,3.05201387e+40,7.63095084e+40,2.50030018e+00
3.20167672e+01,-1.26186785e+01,-1.36151438e+01,3.04842829e+40,7.63241735e+40,2.50372212e+00
3.20334489e+01,-1.26174004e+01,-1.36153522e+01,3.04484187e+40,7.63388245e+40,2.50715235e+00
3.20500139e+01,-1.26161300e+01,-1.36155589e+01,3.04128124e+40,7.63533601e+40,2.51056558e+00
3.20666956e+01,-1.26148523e+01,-1.36157669e+01,3.03770435e+40,7.63679885e+40,2.51400333e+00
3.20833781e+01,-1.26135737e+01,-1.36159747e+01,3.03412915e+40,7.63826058e+40,2.51744741e+00
3.21000636e+01,-1.26122933e+01,-1.36161823e+01,3.03055314e+40,7.63972108e+40,2.52089990e+00
3.21167525e+01,-1.26110110e+01,-1.36163897e+01,3.02697604e+40,7.64118091e+40,2.52436122e+00
3.21334422e+01,-1.26097281e+01,-1.36165970e+01,3.02340149e+40,7.64263984e+40,2.52782829e+00
3.21500139e+01,-1.26084537e+01,-1.36168026e+01,3.01985481e+40,7.64408675e+40,2.53127625e+00
3.21667019e+01,-1.26071687e+01,-1.36170094e+01,3.01628284e+40,7.64554288e+40,2.53475662e+00
3.21833889e+01,-1.26058822e+01,-1.36172160e+01,3.01271093e+40,7.64699795e+40,2.53824483e+00
3.22000733e+01,-1.26045962e+01,-1.36174223e+01,3.00914464e+40,7.64845128e+40,2.54173601e+00
3.22167547e+01,-1.26033107e+01,-1.36176284e+01,3.00558395e+40,7.64990319e+40,2.54523025e+00
3.22334353e+01,-1.26020238e+01,-1.36178343e+01,3.00202361e+40,7.65135408e+40,2.54873215e+00
3.22501161e+01,-1.26007351e+01,-1.36180400e+01,2.99846251e+40,7.65280367e+40,2.55224257e+00
3.22666817e+01,-1.25994545e+01,-1.36182440e+01,2.99492798e+40,7.65424192e+40,2.55573488e+00
3.22833653e+01,-1.25981641e+01,-1.36184493e+01,2.99137062e+40,7.65568946e+40,2.55925809e+00
3.23000508e+01,-1.25968721e+01,-1.36186544e+01,2.98781307e+40,7.65713606e+40,2.56278953e+00
3.23167386e+01,-1.25955783e+01,-1.36188594e+01,2.98425481e+40,7.65858130e+40,2.56632955e+00
3.23334297e+01,-1.25942832e+01,-1.36190641e+01,2.98069722e+40,7.66002588e+40,2.56987722e+00
3.23500089e+01,-1.25929977e+01,-1.36192674e+01,2.97717020e+40,7.66145984e+40,2.57340337e+00
3.23667083e+01,-1.25917017e+01,-1.36194718e+01,2.97361859e+40,7.66290254e+40,2.57696214e+00
3.23834092e+01,-1.25904039e+01,-1.36196761e+01,2.97006629e+40,7.66434436e+40,2.58052973e+00
3.24001117e+01,-1.25891048e+01,-1.36198802e+01,2.96651469e+40,7.66578537e+40,2.58410498e+00
3.24167006e+01,-1.25878138e+01,-1.36200827e+01,2.96298944e+40,7.66721515e+40,2.58766199e+00
3.24334111e+01,-1.25865120e+01,-1.36202864e+01,2.95943893e+40,7.66865422e+40,2.59125273e+00
3.24500089e+01,-1.25852172e+01,-1.36204886e+01,2.95591175e+40,7.67008263e+40,2.59482802e+00
3.24667281e+01,-1.25839118e+01,-1.36206921e+01,2.95235994e+40,7.67152025e+40,2.59843665e+00
3.24833347e+01,-1.25826147e+01,-1.36208940e+01,2.94883494e+40,7.67294680e+40,2.60202655e+00
3.25000631e+01,-1.25813083e+01,-1.36210972e+01,2.94528892e+40,7.67438286e+40,2.60564687e+00
3.25166769e+01,-1.25800091e+01,-1.36212988e+01,2.94176667e+40,7.67580806e+40,2.60925115e+00
3.25334075e+01,-1.25786993e+01,-1.36215016e+01,2.93821995e+40,7.67724168e+40,2.61288869e+00
3.25500203e+01,-1.25773980e+01,-1.36217027e+01,2.93470048e+40,7.67866426e+40,2.61650697e+00
3.25667475e+01,-1.25760864e+01,-1.36219051e+01,2.93115742e+40,7.68009570e+40,2.62015805e+00
3.25833522e+01,-1.25747827e+01,-1.36221058e+01,2.92763994e+40,7.68151509e+40,2.62379092e+00
3.26000669e+01,-1.25734689e+01,-1.36223075e+01,2.92409948e+40,7.68294283e+40,2.62745604e+00
3.26167747e+01,-1.25721548e+01,-1.36225091e+01,2.92056249e+40,7.68436903e+40,2.63112639e+00
3.26333589e+01,-1.25708500e+01,-1.36227089e+01,2.91705477e+40,7.68578333e+40,2.63477512e+00
3.26500558e+01,-1.25695355e+01,-1.36229098e+01,2.91352523e+40,7.68720600e+40,2.63845527e+00
3.26667489e+01,-1.25682198e+01,-1.36231106e+01,2.90999674e+40,7.68862739e+40,2.64214295e+00
3.26834369e+01,-1.25669035e+01,-1.36233111e+01,2.90647093e+40,7.69004719e+40,2.64583661e+00
3.27000031e+01,-1.25655826e+01,-1.36235098e+01,2.90293708e+40,7.69145518e+40,2.64954250e+00
3.27166819e+01,-1.25641111e+01,-1.36237098e+01,2.89900539e+40,7.69287183e+40,2.65362453e+00
3.27333581e+01,-1.25626384e+01,-1.36239095e+01,2.89507583e+40,7.69428728e+40,2.65771529e+00
3.27500317e+01,-1.25611648e+01,-1.36241090e+01,2.89114919e+40,7.69570088e+40,2.66181382e+00
3.27667025e+01,-1.25596903e+01,-1.36243082e+01,2.88722549e+40,7.69711331e+40,2.66592039e+00
3.27833714e+01,-1.25582153e+01,-1.36245073e+01,2.88330578e+40,7.69852464e+40,2.67003406e+00
3.28000408e+01,-1.25567391e+01,-1.36247061e+01,2.87938822e+40,7.69993452e+40,2.67415643e+00
3.28167122e+01,-1.25552616e+01,-1.36249048e+01,2.87547253e+40,7.70134347e+40,2.67828796e+00
3.28333864e+01,-1.25537825e+01,-1.36251033e+01,2.87155794e+40,7.70275172e+40,2.68242950e+00
3.28500628e+01,-1.25523016e+01,-1.36253016e+01,2.86764392e+40,7.70415887e+40,2.68658142e+00
3.28667414e+01,-1.25508189e+01,-1.36254997e+01,2.86373049e+40,7.70556490e+40,2.69074375e+00
3.28834233e+01,-1.25493347e+01,-1.36256977e+01,2.85981845e+40,7.70697029e+40,2.69491593e+00
3.29001028e+01,-1.25478495e+01,-1.36258955e+01,2.85590912e+40,7.70837438e+40,2.69909652e+00
3.29167794e+01,-1.25463628e+01,-1.36260930e+01,2.85200120e+40,7.70977673e+40,2.70328664e+00
3.29333378e+01,-1.25448863e+01,-1.36262890e+01,2.84812538e+40,7.71116822e+40,2.70745392e+00
3.29500111e+01,-1.25433984e+01,-1.36264861e+01,2.84422496e+40,7.71256846e+40,2.71165909e+00
3.29666828e+01,-1.25419093e+01,-1.36266830e+01,2.84032674e+40,7.71396693e+40,2.71587307e+00
3.29833528e+01,-1.25404186e+01,-1.36268796e+01,2.83642969e+40,7.71536431e+40,2.72009714e+00
3.30000208e+01,-1.25389264e+01,-1.36270761e+01,2.83253408e+40,7.71676060e+40,2.72433107e+00
3.30166894e+01,-1.25374329e+01,-1.36272723e+01,2.82864042e+40,7.71815552e+40,2.72857429e+00
3.30333619e+01,-1.25359376e+01,-1.36274684e+01,2.82474744e+40,7.71954961e+40,2.73282826e+00
3.30500394e+01,-1.25344401e+01,-1.36276644e+01,2.82085409e+40,7.72094320e+40,2.73709414e+00
3.30667219e+01,-1.25329407e+01,-1.36278603e+01,2.81696119e+40,7.72233599e+40,2.74137110e+00
3.30834078e+01,-1.25314408e+01,-1.36280559e+01,2.81307236e+40,7.72372771e+40,2.74565554e+00
3.31000972e+01,-1.25299391e+01,-1.36282515e+01,2.80918424e+40,7.72511880e+40,2.74995093e+00
3.31166744e+01,-1.25284458e+01,-1.36284455e+01,2.80532320e+40,7.72649953e+40,2.75422794e+00
3.31333747e+01,-1.25269397e+01,-1.36286407e+01,2.80143444e+40,7.72788898e+40,2.75854715e+00
3.31500819e+01,-1.25254315e+01,-1.36288359e+01,2.79754566e+40,7.72927808e+40,2.76287826e+00
3.31666786e+01,-1.25239318e+01,-1.36290296e+01,2.79368415e+40,7.73065707e+40,2.76719080e+00
3.31833989e+01,-1.25224192e+01,-1.36292244e+01,2.78979482e+40,7.73204479e+40,2.77154605e+00
3.32000097e+01,-1.25209148e+01,-1.36294179e+01,2.78593194e+40,7.73342243e+40,2.77588347e+00
3.32167436e+01,-1.25193981e+01,-1.36296126e+01,2.78204290e+40,7.73480934e+40,2.78026242e+00
3.32333622e+01,-1.25178913e+01,-1.36298057e+01,2.77818462e+40,7.73618537e+40,2.78461889e+00
3.32500956e+01,-1.25163723e+01,-1.36300000e+01,2.77430052e+40,7.73756969e+40,2.78901641e+00
3.32667092e+01,-1.25148623e+01,-1.36301927e+01,2.77044481e+40,7.73894319e+40,2.79339374e+00
3.32834364e+01,-1.25133406e+01,-1.36303865e+01,2.76656465e+40,7.74032494e+40,2.79781098e+00
3.33000417e+01,-1.25118284e+01,-1.36305787e+01,2.76271409e+40,7.74169522e+40,2.80220644e+00
3.33167586e+01,-1.25103042e+01,-1.36307720e+01,2.75883841e+40,7.74307381e+40,2.80664275e+00
3.33333539e+01,-1.25087893e+01,-1.36309638e+01,2.75499175e+40,7.74444142e+40,2.81105793e+00
3.33500619e+01,-1.25072626e+01,-1.36311566e+01,2.75112056e+40,7.74581674e+40,2.81551337e+00
3.33667650e+01,-1.25057351e+01,-1.36313492e+01,2.74725279e+40,7.74719073e+40,2.81997738e+00
3.33833461e+01,-1.25042178e+01,-1.36315402e+01,2.74341623e+40,7.74855379e+40,2.82441786e+00
3.34000394e+01,-1.25026883e+01,-1.36317322e+01,2.73955424e+40,7.74992461e+40,2.82889986e+00
3.34167308e+01,-1.25011574e+01,-1.36319241e+01,2.73569416e+40,7.75129421e+40,2.83339210e+00
3.34334219e+01,-1.24996249e+01,-1.36321158e+01,2.73183549e+40,7.75266287e+40,2.83789521e+00
3.34501128e+01,-1.24980905e+01,-1.36323073e+01,2.72797749e+40,7.75403025e+40,2.84240990e+00
3.34666853e+01,-1.24965652e+01,-1.36324972e+01,2.72414778e+40,7.75538668e+40,2.84690381e+00
3.34833719e+01,-1.24950278e+01,-1.36326882e+01,2.72029312e+40,7.75675155e+40,2.85143961e+00
3.35000575e+01,-1.24934887e+01,-1.36328791e+01,2.71643966e+40,7.75811527e+40,2.85598660e+00
3.35167439e+01,-1.24919480e+01,-1.36330697e+01,2.71258767e+40,7.75947760e+40,2.86054445e+00
3.35334314e+01,-1.24904062e+01,-1.36332602e+01,2.70873839e+40,7.76083912e+40,2.86511209e+00
3.35500033e+01,-1.24888733e+01,-1.36334493e+01,2.70491675e+40,7.76219032e+40,2.86965960e+00
3.35666939e+01,-1.24873277e+01,-1.36336394e+01,2.70106890e+40,7.76354961e+40,2.87425086e+00
3.35833867e+01,-1.24857799e+01,-1.36338293e+01,2.69722107e+40,7.76490815e+40,2.87885492e+00
3.36000811e+01,-1.24842301e+01,-1.36340192e+01,2.69337375e+40,7.76626592e+40,2.88347130e+00
3.36167758e+01,-1.24826786e+01,-1.36342088e+01,2.68952771e+40,7.76762233e+40,2.88809901e+00
3.36333533e+01,-1.24811361e+01,-1.36343969e+01,2.68570942e+40,7.76896810e+40,2.89270612e+00
3.36500475e+01,-1.24795809e+01,-1.36345861e+01,2.68186519e+40,7.77032245e+40,2.89735759e+00
3.36667417e+01,-1.24780242e+01,-1.36347752e+01,2.67802276e+40,7.77167560e+40,2.90202000e+00
3.36834344e+01,-1.24764665e+01,-1.36349640e+01,2.67418337e+40,7.77302734e+40,2.90669198e+00
3.37000078e+01,-1.24749181e+01,-1.36351513e+01,2.67037235e+40,7.77436851e+40,2.91134250e+00
3.37166969e+01,-1.24733569e+01,-1.36353398e+01,2.66653534e+40,7.77571806e+40,2.91603788e+00
3.37333872e+01,-1.24717938e+01,-1.36355280e+01,2.66269917e+40,7.77706620e+40,2.92074534e+00
3.37500792e+01,-1.24702286e+01,-1.36357161e+01,2.65886338e+40,7.77841359e+40,2.92546568e+00
3.37667722e+01,-1.24686615e+01,-1.36359041e+01,2.65502847e+40,7.77976016e+40,2.93019839e+00
3.37833486e+01,-1.24671034e+01,-1.36360904e+01,2.65122107e+40,7.78109583e+40,2.93491022e+00
3.38000411e+01,-1.24655326e+01,-1.36362780e+01,2.64738817e+40,7.78243988e+40,2.93966710e+00
3.38167350e+01,-1.24639600e+01,-1.36364654e+01,2.64355642e+40,7.78378315e+40,2.94443618e+00
3.38334300e+01,-1.24623861e+01,-1.36366525e+01,2.63972705e+40,7.78512519e+40,2.94921597e+00
3.38500089e+01,-1.24608212e+01,-1.36368382e+01,2.63592509e+40,7.78645674e+40,2.95397497e+00
3.38667047e+01,-1.24592434e+01,-1.36370251e+01,2.63209732e+40,7.78779679e+40,2.95877995e+00
3.38834017e+01,-1.24576636e+01,-1.36372117e+01,2.62827027e+40,7.78913581e+40,2.96359773e+00
3.39001011e+01,-1.24560816e+01,-1.36373982e+01,2.62444347e+40,7.79047367e+40,2.96842883e+00
3.39166872e+01,-1.24545084e+01,-1.36375832e+01,2.62064349e+40,7.79180157e+40,2.97323982e+00
3.39333925e+01,-1.24529220e+01,-1.36377695e+01,2.61681718e+40,7.79313808e+40,2.97809802e+00
3.39500997e+01,-1.24513336e+01,-1.36379555e+01,2.61299166e+40,7.79447321e+40,2.98296904e+00
